artist_name,id,track_name,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artist_pop,genres,track_pop,genres_list,subjectivity,polarity
Kodak Black,34oWbFBfGEElvgO0a5c9V4,No Flockin,No Flockin,0.943,0.595,5,-8.372,0,0.191,0.0673,0.0,0.0839,0.815,117.532,4,83,florida_rap hip_hop melodic_rap miami_hip_hop rap southern_hip_hop trap,75,"['florida_rap', 'hip_hop', 'melodic_rap', 'miami_hip_hop', 'rap', 'southern_hip_hop', 'trap']",low,Neutral
A Boogie Wit da Hoodie,3AMnOVxEHUgVrythGgqPhI,Say A',The Bigger Artist,0.831,0.814,5,-5.18,1,0.474,0.391,0.0,0.109,0.846,161.041,4,85,melodic_rap rap trap,62,"['melodic_rap', 'rap', 'trap']",low,Neutral
Travis Scott,1yxgsra98r3qAtxqiGZPiX,Butterfly Effect,Butterfly Effect,0.763,0.598,11,-6.865,1,0.0539,0.0714,0.0,0.112,0.182,140.987,4,93,rap slap_house,1,"['rap', 'slap_house']",low,Neutral
blackbear,3CEyM9wliTj7TeuuG84KZU,Verbatim,Help,0.667,0.493,5,-11.207,0,0.0546,0.0578,0.0,0.367,0.313,124.128,4,85,pop,54,['pop'],low,Neutral
blackbear,4dAUGcD3zfZhJPyLXFSAUW,Sniffing Vicodin In Paris (Danny Olson Remix) [feat. Danny Olson],Sniffing Vicodin In Paris (Danny Olson Remix) [feat. Danny Olson],0.654,0.825,7,-4.744,1,0.186,0.0736,4.27e-06,0.242,0.73,140.012,4,85,pop,38,['pop'],low,Neutral
Lil Dicky,0NBiC3zLXoBQXBjsbnbwJq,Molly (feat. Brendon Urie of Panic at the Disco),Professional Rapper,0.831,0.514,7,-6.695,1,0.0368,0.203,0.000156,0.115,0.397,114.94,4,66,comedy_rap pop_rap rap,1,"['comedy_rap', 'pop_rap', 'rap']",low,Neutral
Tee Grizzley,3muBQDekYAg7jm6hDu6R0Z,First Day Out,My Moment,0.587,0.711,1,-6.33,1,0.42,0.171,0.0,0.125,0.381,98.008,4,72,detroit_hip_hop detroit_trap hip_hop pop_rap rap southern_hip_hop trap,75,"['detroit_hip_hop', 'detroit_trap', 'hip_hop', 'pop_rap', 'rap', 'southern_hip_hop', 'trap']",medium,Positive
PnB Rock,5de7ci7TFqbQ1PFgKAD7MR,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)","Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",0.703,0.661,6,-3.885,1,0.0539,0.0517,0.0,0.34,0.495,149.906,4,75,hip_hop melodic_rap pop_rap r&b rap trap vapor_trap,66,"['hip_hop', 'melodic_rap', 'pop_rap', 'r&b', 'rap', 'trap', 'vapor_trap']",high,Negative
Drake,6LxSe8YmdPxy095Ux6znaQ,Headlines,Take Care,0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,4,98,canadian_hip_hop canadian_pop hip_hop rap toronto_rap,76,"['canadian_hip_hop', 'canadian_pop', 'hip_hop', 'rap', 'toronto_rap']",low,Neutral
Lil Dicky,0egGmGkZ8maYdEYo4RrVsZ,Lemme Freak,Professional Rapper,0.8,0.656,5,-5.874,0,0.114,0.0144,0.0,0.354,0.436,119.921,4,66,comedy_rap pop_rap rap,1,"['comedy_rap', 'pop_rap', 'rap']",low,Neutral
Lil Wayne,6v2eEC9Nr9POe5xPUm8361,Blunt Blowin,Tha Carter IV,0.721,0.738,2,-5.682,1,0.0649,0.00222,0.0,0.224,0.375,135.988,4,89,hip_hop new_orleans_rap pop_rap rap trap,26,"['hip_hop', 'new_orleans_rap', 'pop_rap', 'rap', 'trap']",low,Neutral
French Montana,4GVD0FIBo08FSAy3tbIY7g,Pop That,Excuse My French,0.734,0.892,2,-1.856,1,0.125,0.0648,0.0,0.58,0.605,138.031,4,80,hip_hop pop_rap rap southern_hip_hop trap,53,"['hip_hop', 'pop_rap', 'rap', 'southern_hip_hop', 'trap']",low,Neutral
Jeremih,0PJIbOdMs3bd5AT8liULMQ,oui,Late Nights: The Album,0.418,0.724,5,-3.724,1,0.0964,0.213,0.0,0.112,0.604,78.521,5,79,chicago_rap dance_pop hip_hop pop pop_rap r&b southern_hip_hop trap urban_contemporary,78,"['chicago_rap', 'dance_pop', 'hip_hop', 'pop', 'pop_rap', 'r&b', 'southern_hip_hop', 'trap', 'urban_contemporary']",low,Neutral
Lil Wayne,4aX4Oycsk1fhHIee1zqsDe,How To Love,Tha Carter IV,0.644,0.661,11,-6.093,1,0.0418,0.000177,5.14e-06,0.108,0.272,154.001,4,89,hip_hop new_orleans_rap pop_rap rap trap,32,"['hip_hop', 'new_orleans_rap', 'pop_rap', 'rap', 'trap']",high,Positive
Meek Mill,42zd6DYQ4o4SECmTITrM1U,Dreams and Nightmares,Dreams and Nightmares,0.631,0.774,11,-2.459,1,0.3,0.468,0.0,0.281,0.44,79.745,4,82,hip_hop philly_rap pop_rap rap southern_hip_hop trap,74,"['hip_hop', 'philly_rap', 'pop_rap', 'rap', 'southern_hip_hop', 'trap']",low,Neutral
Plies,1fnRwgZLgAYMM1dVL1oqwG,Real Hitta (feat. Kodak Black),Real Hitta (feat. Kodak Black),0.559,0.531,10,-6.981,0,0.404,0.0137,0.0,0.293,0.333,144.367,4,67,dirty_south_rap gangster_rap hip_hop miami_hip_hop pop_rap r&b rap southern_hip_hop trap urban_contemporary,56,"['dirty_south_rap', 'gangster_rap', 'hip_hop', 'miami_hip_hop', 'pop_rap', 'r&b', 'rap', 'southern_hip_hop', 'trap', 'urban_contemporary']",high,Positive
Wale,09GCuO9yQH5R1E8HYknrV8,The Girls On Drugs,The Album About Nothing,0.795,0.633,9,-7.926,1,0.0907,0.0887,2.35e-05,0.101,0.292,110.025,4,76,hip_hop pop pop_rap r&b rap southern_hip_hop trap urban_contemporary,50,"['hip_hop', 'pop', 'pop_rap', 'r&b', 'rap', 'southern_hip_hop', 'trap', 'urban_contemporary']",low,Neutral
Rae Sremmurd,2RUuKIHFHjk41E7YsJ9HNP,Up Like Trump,SremmLife,0.832,0.641,1,-2.672,1,0.0458,0.0465,3.2e-06,0.337,0.232,133.06,4,77,hip_hop melodic_rap mississippi_hip_hop pop_rap rap southern_hip_hop trap,50,"['hip_hop', 'melodic_rap', 'mississippi_hip_hop', 'pop_rap', 'rap', 'southern_hip_hop', 'trap']",low,Neutral
Rae Sremmurd,5uqphUYsR45kPYplrYSAQh,Throw Sum Mo,SremmLife,0.859,0.627,6,-7.91,0,0.13,0.0388,0.000202,0.101,0.594,142.062,4,77,hip_hop melodic_rap mississippi_hip_hop pop_rap rap southern_hip_hop trap,67,"['hip_hop', 'melodic_rap', 'mississippi_hip_hop', 'pop_rap', 'rap', 'southern_hip_hop', 'trap']",low,Neutral
Mike Stud,5tsI3xxDHDgzHhn30LTQNz,These Days,This Isn't The Album,0.815,0.364,2,-11.158,1,0.375,0.533,3.52e-05,0.108,0.328,129.937,4,71,indie_pop_rap pop_rap rap rhode_island_rap,76,"['indie_pop_rap', 'pop_rap', 'rap', 'rhode_island_rap']",low,Neutral
AJR,34j0oTMqyoEPJdtnCZS5vD,Drama,The Click,0.569,0.683,11,-4.269,0,0.148,0.199,0.0,0.108,0.634,156.154,4,78,modern_rock,0,['modern_rock'],low,Neutral
Mike Stud,59oP06RoBps6bvbvSQ1Zee,Swish,These Days,0.905,0.575,1,-8.64,1,0.0881,0.067,2.22e-05,0.0602,0.365,115.031,4,71,indie_pop_rap pop_rap rap rhode_island_rap,61,"['indie_pop_rap', 'pop_rap', 'rap', 'rhode_island_rap']",low,Neutral
AJR,2pwnEzgIzYL4AOw4ousjkB,Let the Games Begin,Let the Games Begin,0.664,0.698,10,-5.084,1,0.067,0.127,0.0,0.118,0.573,135.023,4,78,modern_rock,62,['modern_rock'],low,Neutral
Mike Stud,4c1BAfuPGZSun6aAvmmoHs,All That Talk,All That Talk,0.864,0.493,8,-7.718,1,0.198,0.651,0.00518,0.151,0.774,104.942,4,71,indie_pop_rap pop_rap rap rhode_island_rap,47,"['indie_pop_rap', 'pop_rap', 'rap', 'rhode_island_rap']",low,Neutral
Natural Self,1oMVxUgyxXqtCR35sNl8KM,In the morning - Version,Hôtel Costes 12,0.918,0.837,5,-6.373,1,0.0603,0.503,0.432,0.516,0.899,109.454,4,34,electro_jazz,33,['electro_jazz'],low,Neutral
Spoon,5uIeRAC9O1ZXPQEEqpPVLL,I Turn My Camera On,Gimme Fiction,0.92,0.364,10,-9.371,1,0.0381,0.0196,0.000298,0.11,0.777,100.171,4,63,alternative_dance alternative_rock austindie indie_pop indie_rock modern_alternative_rock modern_rock rock,0,"['alternative_dance', 'alternative_rock', 'austindie', 'indie_pop', 'indie_rock', 'modern_alternative_rock', 'modern_rock', 'rock']",low,Neutral
Dido,4bNKvePgcSeo9eQM2yIbVE,Honestly Ok,No Angel,0.607,0.595,7,-9.237,0,0.0542,0.161,0.0188,0.184,0.581,180.982,4,73,dance_pop new_wave_pop pop_rock,41,"['dance_pop', 'new_wave_pop', 'pop_rock']",high,Positive
Michna,6xxkyxprEd4B9a28yrhsyR,Believe In It,Magic Monday,0.802,0.77,5,-6.339,0,0.0407,0.0556,0.884,0.801,0.623,99.001,4,22,unknown,0,['unknown'],low,Neutral
Pretty Lights,3WS7spXVlbeC5kjePmHMQW,Finally Moving,Taking up Your Precious Time,0.735,0.555,1,-8.84,0,0.0366,0.382,0.856,0.0952,0.523,100.01,4,55,edm glitch_hop jazztronica livetronica,60,"['edm', 'glitch_hop', 'jazztronica', 'livetronica']",high,Neutral
Erykah Badu,0tNuJpBgtE65diL6Q8Q7fI,On & On,Baduizm,0.762,0.403,11,-10.423,0,0.158,0.0396,0.0113,0.256,0.346,80.476,4,68,afrofuturism hip_hop indie_r&b neo_soul r&b urban_contemporary,69,"['afrofuturism', 'hip_hop', 'indie_r&b', 'neo_soul', 'r&b', 'urban_contemporary']",low,Neutral
Kavinsky,0U0ldCRmgCqhVvD6ksG63j,Nightcall,Nightcall,0.532,0.874,9,-5.183,0,0.0482,0.00842,0.012,0.452,0.361,91.038,4,62,electro_house filter_house,73,"['electro_house', 'filter_house']",low,Neutral
Little Dragon,5ufZfQkk1FFbFARFL3VH5U,Twice,Little Dragon,0.395,0.197,2,-11.745,0,0.0331,0.974,0.00579,0.0803,0.236,137.828,4,65,alternative_dance alternative_r&b art_pop chillwave downtempo electronica electropop gothenburg_indie indie_soul indietronica new_rave swedish_electropop swedish_synthpop trip_hop,0,"['alternative_dance', 'alternative_r&b', 'art_pop', 'chillwave', 'downtempo', 'electronica', 'electropop', 'gothenburg_indie', 'indie_soul', 'indietronica', 'new_rave', 'swedish_electropop', 'swedish_synthpop', 'trip_hop']",low,Neutral
Jens Buchert,4sjFxvB5yYqJQNKx1AV6bk,The Vortex,Interstellar,0.596,0.601,1,-10.745,1,0.0266,0.152,0.907,0.0957,0.115,89.997,4,37,chill_lounge german_electronica,27,"['chill_lounge', 'german_electronica']",low,Neutral
Zero 7,57kozn0j4DL3toKrqKQY0U,In The Waiting Line,Simple Things,0.561,0.33,5,-13.51,1,0.0268,0.76,0.134,0.106,0.378,79.01,4,60,downtempo electronica nu_jazz trip_hop,0,"['downtempo', 'electronica', 'nu_jazz', 'trip_hop']",low,Neutral
Lotus,0KB8A2jnZKT6aXvOzhKlCo,Mandarine Girl,A More Hands,0.592,0.689,1,-8.21,0,0.033,0.137,0.877,0.1,0.336,88.997,4,17,unknown,11,['unknown'],low,Neutral
Oakman,0pH2d6191rnYlcL1MaM3Gx,Porcelain,"Chill Del Sol, Vol. 2",0.586,0.642,0,-8.814,0,0.0288,0.000695,0.0385,0.137,0.298,95.016,4,8,unknown,20,['unknown'],low,Neutral
Handsome Boy Modeling School,3mT1AONeTJDi1k8vH8pA2L,I've Been Thinking,White People,0.705,0.479,5,-9.217,0,0.0767,0.499,0.000425,0.114,0.431,80.009,4,47,alternative_hip_hop hip_hop turntablism,40,"['alternative_hip_hop', 'hip_hop', 'turntablism']",low,Neutral
Lykke Li,6PZDPg3dZgJkNL6nVMUB4b,Little Bit,Youth Novels,0.819,0.736,7,-6.504,1,0.0416,0.158,0.00161,0.109,0.701,120.318,4,72,art_pop dance_pop electropop pop swedish_electropop swedish_indie_pop swedish_pop,46,"['art_pop', 'dance_pop', 'electropop', 'pop', 'swedish_electropop', 'swedish_indie_pop', 'swedish_pop']",high,Negative
Flying Lotus feat. Andreya Triana,682cnKvTcXg59UvQUic4t2,Tea Leaf Dancers,Reset EP,0.637,0.49,4,-7.288,0,0.563,0.388,0.0322,0.363,0.247,133.414,3,21,unknown,37,['unknown'],low,Neutral
Cooly G,6oDzrk6RkZ9p2Py7ioozJN,Love Dub,Narst / Love Dub,0.54,0.527,9,-10.101,1,0.1,0.0637,0.777,0.119,0.428,127.958,4,20,electra uk_bass,6,"['electra', 'uk_bass']",high,Positive
Miguel,5hJFhO9dvhJoDvUZZ9iWSw,Adorn,Kaleidoscope Dream (Deluxe Version),0.625,0.576,11,-5.693,0,0.175,0.0543,4.07e-05,0.187,0.235,179.063,4,80,dance_pop pop r&b urban_contemporary,67,"['dance_pop', 'pop', 'r&b', 'urban_contemporary']",low,Neutral
Flume,7dW7i3Pf4tLeOAZ3mNpk56,Sleepless,Sleepless,0.449,0.63,9,-9.236,0,0.304,0.0189,7.98e-05,0.103,0.495,174.966,4,74,australian_dance australian_electropop australian_indie downtempo edm pop,0,"['australian_dance', 'australian_electropop', 'australian_indie', 'downtempo', 'edm', 'pop']",low,Neutral
C2C,1SayqEg8HKK2IeIEWjdYxY,Down The Road,Tetra,0.72,0.595,2,-6.109,0,0.0976,0.0672,4.73e-05,0.0775,0.486,111.0,4,52,nantes_indie turntablism,56,"['nantes_indie', 'turntablism']",low,Negative
X Ambassadors,7HyvbdOddwXEGzKoLNxhKG,Litost,Love Songs Drug Songs,0.456,0.459,9,-8.416,0,0.0356,0.0703,0.000183,0.11,0.167,120.009,3,76,modern_alternative_rock modern_rock pop pop_rap pop_rock rock stomp_pop,52,"['modern_alternative_rock', 'modern_rock', 'pop', 'pop_rap', 'pop_rock', 'rock', 'stomp_pop']",low,Neutral
DJ Shadow,3svsoWykZiBhyIz0OIaWIN,You Made It,The Outsider,0.528,0.752,9,-5.978,1,0.028,0.00568,0.000317,0.215,0.871,155.96,4,65,big_beat downtempo electronica hip_hop trip_hop turntablism,17,"['big_beat', 'downtempo', 'electronica', 'hip_hop', 'trip_hop', 'turntablism']",low,Neutral
DJ Cam,2GHCGJ8LSmSy3GDnGwPssh,Voodoo Child (Starring Afu Ra) [Dj Premier Remix],Soulshine,0.811,0.679,6,-7.104,1,0.222,0.00126,3.73e-05,0.0667,0.887,92.982,4,45,big_beat downtempo electronica ninja nu_jazz trip_hop turntablism,31,"['big_beat', 'downtempo', 'electronica', 'ninja', 'nu_jazz', 'trip_hop', 'turntablism']",low,Neutral
deadmau5,06ZumdD89viAIlyPlaW3hX,Telemiscommunications,> album title goes here <,0.469,0.367,1,-15.232,0,0.143,0.662,0.0,0.0529,0.567,90.016,4,69,canadian_electronic edm electro_house pop_dance progressive_house,32,"['canadian_electronic', 'edm', 'electro_house', 'pop_dance', 'progressive_house']",low,Neutral
DJ Cam,2s8SzxTOJM6qUrxKmou4BK,Show Your Love,Lost & Found Compilation,0.645,0.601,5,-8.153,0,0.0517,0.0583,0.0166,0.221,0.43,94.027,4,45,big_beat downtempo electronica ninja nu_jazz trip_hop turntablism,5,"['big_beat', 'downtempo', 'electronica', 'ninja', 'nu_jazz', 'trip_hop', 'turntablism']",high,Positive
DJ Shadow,0GsQ4dS8a6vV3P3A7lc4nc,Scale It Back,"The Less You Know, The Better",0.633,0.661,8,-8.234,1,0.0254,0.051,0.00511,0.118,0.696,168.093,4,65,big_beat downtempo electronica hip_hop trip_hop turntablism,0,"['big_beat', 'downtempo', 'electronica', 'hip_hop', 'trip_hop', 'turntablism']",low,Neutral
DJ Shadow,5vQq4voQxd3QTkkdkONX1Q,Redeemed,"The Less You Know, The Better",0.622,0.831,11,-9.403,0,0.0413,0.0574,0.816,0.223,0.241,119.514,4,65,big_beat downtempo electronica hip_hop trip_hop turntablism,0,"['big_beat', 'downtempo', 'electronica', 'hip_hop', 'trip_hop', 'turntablism']",low,Neutral
Wax Tailor,61KHfpOOqUgSWpzfpufkzs,Que Sera,Tales of the Forgotten Melodies,0.581,0.73,9,-5.038,1,0.107,0.263,0.421,0.159,0.443,165.843,4,54,electro_swing electronica hip-hop_experimental ninja nu_jazz trip_hop turntablism,0,"['electro_swing', 'electronica', 'hip-hop_experimental', 'ninja', 'nu_jazz', 'trip_hop', 'turntablism']",low,Neutral
Massive Attack,3kKVqFF4pv4EXeQe428zl2,Protection,Protection,0.577,0.421,4,-13.142,1,0.0489,0.0162,0.124,0.0722,0.737,168.009,4,66,big_beat downtempo electronica trip_hop,59,"['big_beat', 'downtempo', 'electronica', 'trip_hop']",low,Neutral
Ellie Goulding,4bWnKmUeVwQIM0n2QwZ5Sc,Only You,Halcyon,0.57,0.745,5,-4.567,0,0.0321,0.0196,0.0,0.626,0.613,98.944,4,81,dance_pop edm electropop indietronica metropopolis pop uk_pop,36,"['dance_pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk_pop']",high,Neutral
DJ Shadow,0lNv8HyonQ5c6SYwkcmwD8,(Not So) Sad And Lonely,"The Less You Know, The Better",0.475,0.174,0,-16.336,1,0.0334,0.884,0.9,0.192,0.0631,112.223,4,65,big_beat downtempo electronica hip_hop trip_hop turntablism,8,"['big_beat', 'downtempo', 'electronica', 'hip_hop', 'trip_hop', 'turntablism']",high,Negative
DJ Shadow,55SAyrUcLo8fEFjvcN2twt,Listen,Reconstructed : The Best Of DJ Shadow,0.705,0.813,5,-7.334,1,0.0317,0.0299,0.00123,0.033,0.862,112.003,4,65,big_beat downtempo electronica hip_hop trip_hop turntablism,0,"['big_beat', 'downtempo', 'electronica', 'hip_hop', 'trip_hop', 'turntablism']",low,Neutral
DJ Shadow,7vBhC6oWcqP8ug24Ctz7Su,I've Been Trying,"The Less You Know, The Better",0.544,0.674,2,-10.107,1,0.0487,0.588,0.00325,0.373,0.564,170.658,4,65,big_beat downtempo electronica hip_hop trip_hop turntablism,18,"['big_beat', 'downtempo', 'electronica', 'hip_hop', 'trip_hop', 'turntablism']",low,Neutral
RJD2,5Nn2Dj7OQsGL6pgQ9iIzPp,Ghostwriter,Deadringer: Deluxe,0.747,0.68,1,-6.187,1,0.0346,0.0107,0.803,0.0964,0.594,93.804,4,54,alternative_hip_hop big_beat electronica jazztronica ninja nu_jazz turntablism,63,"['alternative_hip_hop', 'big_beat', 'electronica', 'jazztronica', 'ninja', 'nu_jazz', 'turntablism']",low,Neutral
TOKiMONSTA,7wsOAPS2qrNmJp0UJjMwJv,Darkest (Dim),Creature Dreams,0.519,0.551,10,-8.436,0,0.0333,0.0592,0.437,0.368,0.141,86.83,4,58,chillwave electra electronica escape_room vapor_soul vapor_twitch wonky,0,"['chillwave', 'electra', 'electronica', 'escape_room', 'vapor_soul', 'vapor_twitch', 'wonky']",high,Positive
Pretty Lights,6BtacdAJogD1sDVr95f83W,Change Is Gonna Come,Filling up the City Skies (Disc 1),0.584,0.905,3,-6.471,0,0.0437,0.0426,0.584,0.38,0.307,107.011,4,55,edm glitch_hop jazztronica livetronica,26,"['edm', 'glitch_hop', 'jazztronica', 'livetronica']",low,Neutral
Pretty Lights,1f1v3XiqVTcUXmOGmftozQ,Ask Your Friends,Passing by Behind Your Eyes,0.666,0.754,1,-8.575,0,0.04,0.00323,0.834,0.0772,0.604,146.017,4,55,edm glitch_hop jazztronica livetronica,23,"['edm', 'glitch_hop', 'jazztronica', 'livetronica']",low,Neutral
The Pharcyde,0XgpiStoxq1IJncYlPrvZ5,Runnin',Labcabincalifornia,0.754,0.785,10,-8.178,0,0.18,0.0287,0.00144,0.319,0.821,94.123,4,62,alternative_hip_hop hardcore_hip_hop hip_hop jazz_rap rap west_coast_rap,65,"['alternative_hip_hop', 'hardcore_hip_hop', 'hip_hop', 'jazz_rap', 'rap', 'west_coast_rap']",low,Neutral
La Roux,5Z0DeBe276oldwAh6ooCxl,Cover My Eyes,La Roux,0.696,0.661,3,-3.707,0,0.0259,0.165,0.0,0.078,0.486,108.003,4,64,alternative_dance art_pop dance_pop electronica electropop neo-synthpop new_rave,0,"['alternative_dance', 'art_pop', 'dance_pop', 'electronica', 'electropop', 'neo-synthpop', 'new_rave']",low,Neutral
Incubus,2KA5dJ1anLSIbKrq5Hg6B6,Aqueous Transmission,Morning View,0.415,0.456,9,-12.082,1,0.0352,0.00501,0.763,0.178,0.0935,151.937,4,70,alternative_metal alternative_rock funk_metal funk_rock nu_metal pop_rock post-grunge rock,0,"['alternative_metal', 'alternative_rock', 'funk_metal', 'funk_rock', 'nu_metal', 'pop_rock', 'post-grunge', 'rock']",low,Neutral
Flying Lotus,6OHWgUuDDedHRVhcg8vlaf,Massage Situation,Reset EP,0.603,0.606,3,-5.06,0,0.0688,0.0108,0.00157,0.108,0.403,93.06,4,62,afrofuturism alternative_hip_hop electronica escape_room experimental_hip_hop glitch glitch_hop hip_hop intelligent_dance_music jazztronica psychedelic_hip_hop wonky,51,"['afrofuturism', 'alternative_hip_hop', 'electronica', 'escape_room', 'experimental_hip_hop', 'glitch', 'glitch_hop', 'hip_hop', 'intelligent_dance_music', 'jazztronica', 'psychedelic_hip_hop', 'wonky']",low,Neutral
Goapele,2uA9UIwIh80JVNblihS6gt,Closer,Change It All,0.715,0.429,1,-6.476,1,0.0315,0.448,0.0223,0.102,0.359,93.006,4,47,neo_soul r&b urban_contemporary,0,"['neo_soul', 'r&b', 'urban_contemporary']",low,Neutral
The xx,0bXpmJyHHYPk6QBFj25bYF,Intro,xx,0.617,0.778,9,-8.871,0,0.027,0.459,0.925,0.128,0.152,100.363,4,69,downtempo dream_pop indietronica,5,"['downtempo', 'dream_pop', 'indietronica']",low,Neutral
Tricky,2LdaAgX3r9WiyuOJRoN5m2,Hell Is Round The Corner,Maxinquaye,0.55,0.535,0,-12.269,1,0.193,0.304,0.00605,0.193,0.491,119.895,4,57,art_pop big_beat electronica nu_jazz trip_hop,0,"['art_pop', 'big_beat', 'electronica', 'nu_jazz', 'trip_hop']",high,Negative
The xx,1qb40a0BQjVxRkpdvofNVn,Crystalised (The Neon Lights Remix),Crystalised,0.725,0.478,9,-6.933,1,0.066,0.0604,0.0109,0.0428,0.498,100.012,4,69,downtempo dream_pop indietronica,0,"['downtempo', 'dream_pop', 'indietronica']",low,Neutral
The xx,3HbRZqIeA48jhIQ8VOYf5E,Fiction,Coexist,0.786,0.362,7,-13.785,0,0.0373,0.695,0.408,0.0897,0.642,115.022,4,69,downtempo dream_pop indietronica,0,"['downtempo', 'dream_pop', 'indietronica']",low,Neutral
The xx,16NE62lzGmi6ehGTNVI659,Basic Space,xx,0.94,0.208,9,-15.235,0,0.0853,0.21,0.085,0.105,0.148,115.872,4,69,downtempo dream_pop indietronica,0,"['downtempo', 'dream_pop', 'indietronica']",low,Neutral
Daedelus,08Z7Ve3H5p850qQfG9N3Of,Press Snooze,Live at Low End Theory,0.638,0.701,1,-12.067,1,0.0484,0.189,0.633,0.198,0.702,139.974,4,40,glitch_hop intelligent_dance_music ninja uk_bass wonky,0,"['glitch_hop', 'intelligent_dance_music', 'ninja', 'uk_bass', 'wonky']",low,Neutral
AlunaGeorge,70adgkFUakt1DgxqwTMC6X,You Know You Like It,Body Music,0.726,0.63,5,-9.351,0,0.166,0.113,0.000112,0.364,0.4,91.981,4,67,electropop house tropical_house,0,"['electropop', 'house', 'tropical_house']",low,Neutral
Télépopmusik,46LwAOzg3UYvxiXyyaFedz,Breathe,genetic world,0.687,0.646,1,-13.639,1,0.0462,0.421,0.41,0.362,0.571,113.993,4,52,downtempo electronica nu_jazz trip_hop,0,"['downtempo', 'electronica', 'nu_jazz', 'trip_hop']",low,Neutral
Balam Acab,20Y5XZkFEJ7hEFPQq611vZ,Motion,Wander/Wonder,0.493,0.714,9,-10.267,1,0.0715,0.321,0.842,0.111,0.0561,114.002,4,31,chillwave grave_wave witch_house,7,"['chillwave', 'grave_wave', 'witch_house']",low,Neutral
The Weeknd,6VwBbL8CzPiC4QV66ay7oR,Wicked Games,Trilogy,0.658,0.591,9,-5.197,1,0.0309,0.00959,5.27e-06,0.325,0.326,114.078,4,96,canadian_contemporary_r&b canadian_pop pop,75,"['canadian_contemporary_r&b', 'canadian_pop', 'pop']",low,Neutral
Holy Other,0IxGgqjkjVtC9za87YRGtK,Touch,With U,0.637,0.571,9,-7.548,1,0.0409,0.115,0.597,0.135,0.0916,80.211,4,37,chillwave grave_wave uk_bass witch_house,4,"['chillwave', 'grave_wave', 'uk_bass', 'witch_house']",low,Neutral
Drake,0faYOYKrE2vel4dQQqgXkf,Houstatlantavegas,So Far Gone,0.631,0.587,1,-9.439,0,0.0622,0.343,0.0044,0.205,0.457,67.648,4,98,canadian_hip_hop canadian_pop hip_hop rap toronto_rap,0,"['canadian_hip_hop', 'canadian_pop', 'hip_hop', 'rap', 'toronto_rap']",low,Neutral
Drake,1rWatpQcBCiVIa1UhZAiyT,Runnin Away For Good,The Drake LP,0.799,0.463,10,-7.481,0,0.113,0.25,0.303,0.165,0.59,100.055,4,5,unknown,2,['unknown'],high,Positive
The Avalanches,516V4vS25xnGdVgkBWO6Wf,Since I Left You,Since I Left You,0.516,0.916,7,-7.255,1,0.0644,0.237,0.0,0.636,0.478,102.779,4,64,alternative_dance australian_alternative_rock australian_dance collage_pop electronica indie_rock indietronica new_rave psychedelic_hip_hop,2,"['alternative_dance', 'australian_alternative_rock', 'australian_dance', 'collage_pop', 'electronica', 'indie_rock', 'indietronica', 'new_rave', 'psychedelic_hip_hop']",low,Neutral
Florence + The Machine,7m2Vg1p0d0tksAnj6B4Qfd,"Drumming Song - MTV Unplugged, 2012",MTV Presents Unplugged: Florence + The Machine,0.441,0.595,4,-5.354,0,0.0311,0.721,0.0,0.778,0.265,98.387,4,76,baroque_pop pop uk_alternative_pop,37,"['baroque_pop', 'pop', 'uk_alternative_pop']",low,Neutral
Major Lazer,085XpQzAKm4nAfcfRp2get,Get Free (feat. Amber Coffman),Free The Universe Deluxe,0.525,0.538,11,-9.366,0,0.0783,0.14,0.117,0.095,0.802,175.953,4,78,dance_pop edm electro_house moombahton pop pop_dance pop_rap tropical_house,0,"['dance_pop', 'edm', 'electro_house', 'moombahton', 'pop', 'pop_dance', 'pop_rap', 'tropical_house']",high,Positive
Little Dragon,29j4EY2vlbQH1qzzi6awX9,No Love,Little Dragon,0.773,0.263,4,-8.879,0,0.0574,0.296,0.126,0.139,0.518,90.687,4,65,alternative_dance alternative_r&b art_pop chillwave downtempo electronica electropop gothenburg_indie indie_soul indietronica new_rave swedish_electropop swedish_synthpop trip_hop,0,"['alternative_dance', 'alternative_r&b', 'art_pop', 'chillwave', 'downtempo', 'electronica', 'electropop', 'gothenburg_indie', 'indie_soul', 'indietronica', 'new_rave', 'swedish_electropop', 'swedish_synthpop', 'trip_hop']",high,Negative
Passion Pit,3gJ6zwktnEThGNf81om0tM,The Reeling - Calvin Harris Remix,Manners,0.72,0.863,8,-7.214,1,0.0519,0.00242,0.0349,0.244,0.419,124.956,4,63,alternative_dance indie_pop indie_rock indietronica modern_rock pop_rock shimmer_pop,0,"['alternative_dance', 'indie_pop', 'indie_rock', 'indietronica', 'modern_rock', 'pop_rock', 'shimmer_pop']",low,Neutral
